dataset,shift,estimator,scorer,type,target_accuracy-test-mean,target_accuracy-test-std,target_accuracy-test-identity,target_balanced_accuracy-test-mean,target_balanced_accuracy-test-std,target_balanced_accuracy-test-identity,target_f1_score-test-mean,target_f1_score-test-std,target_f1_score-test-identity,target_roc_auc_score-test-mean,target_roc_auc_score-test-std,target_roc_auc_score-test-identity,params
mnist_usps_10k,MNIST$\rightarrow$USPS,CORAL,circular_validation,Mapping,0.24293552812071323,0.007345547728664088,"[0.2386831275720164, 0.2414266117969821, 0.2338820301783264, 0.2517146776406035, 0.2489711934156378]",0.2647221164078935,0.00910912798918305,"[0.260942707726076, 0.2626417951872519, 0.2528943422893943, 0.2764790320495539, 0.2706527047871915]",0.14993416334810267,0.005767117395160595,"[0.1423725366253795, 0.1492890875262505, 0.1493910935540261, 0.150015445675773, 0.1586026533590842]",0.8465898344359483,0.004577366608293501,"[0.8466103278233128, 0.8491346793208389, 0.8388776674232, 0.8506814783219955, 0.8476450192903943]","{'coraladapter__reg': ['auto'], 'finalestimator__estimator_name': ['LR']}"
mnist_usps_10k,MNIST$\rightarrow$USPS,KLIEP,circular_validation,Reweighting,0.6388203017832648,0.009184015770244433,"[0.6262002743484225, 0.6406035665294925, 0.6508916323731139, 0.6419753086419753, 0.6344307270233196]",0.6408134021145871,0.009659654409996667,"[0.6300782764885706, 0.6408765157519087, 0.6556716129175589, 0.6424925851215068, 0.6349480202933904]",0.6251700478813533,0.010757288689782698,"[0.6118877024815104, 0.6300882042688768, 0.6393362987236739, 0.6269994215252311, 0.6175386124074744]",0.9518657156159284,0.004291215163473345,"[0.9464684693934649, 0.9582565279208156, 0.951629339906009, 0.9501942902961412, 0.9527799505632112]","{'finalestimator__estimator_name': ['LR'], 'kliepreweightadapter__cv': [5], 'kliepreweightadapter__gamma': [0.0001, 0.001, 0.01, 0.1, 1.0, 10.0, 100.0, 1000.0, 'auto', 'scale'], 'kliepreweightadapter__max_iter': [1000], 'kliepreweightadapter__n_centers': [100], 'kliepreweightadapter__random_state': [0], 'kliepreweightadapter__tol': [1e-06]}"
mnist_usps_10k,MNIST$\rightarrow$USPS,KMM,circular_validation,Reweighting,0.6045267489711934,0.035212649418079466,"[0.6056241426611797, 0.6570644718792867, 0.6131687242798354, 0.5637860082304527, 0.5829903978052127]",0.5946865471061914,0.032298985918154735,"[0.589055732538586, 0.6472880203188364, 0.5953475441046746, 0.5599287660349941, 0.5818126725338656]",0.5843141390284451,0.050421265473573534,"[0.5875385616488416, 0.652180023156778, 0.6060629289736765, 0.518267032039163, 0.5575221493237665]",0.9362275549691018,0.011140497858721005,"[0.9333617811267252, 0.9542907200025031, 0.9363825905832696, 0.933246000178965, 0.9238566829540464]","{'finalestimator__estimator_name': ['LR'], 'kmmreweightadapter__B': [1000.0], 'kmmreweightadapter__gamma': [0.0001, 0.001, 0.01, 0.1, 1.0, 10.0, 100.0, 1000.0, None], 'kmmreweightadapter__max_iter': [1000], 'kmmreweightadapter__smooth_weights': [False], 'kmmreweightadapter__tol': [1e-06]}"
mnist_usps_10k,MNIST$\rightarrow$USPS,Train Src,circular_validation,NO DA,0.6349794238683127,0.006006758311608032,"[0.6255144032921811, 0.6364883401920439, 0.6330589849108368, 0.6399176954732511, 0.6399176954732511]",0.6327721752469971,0.005805347262779147,"[0.6237714613109449, 0.6335898841379588, 0.6311578996948453, 0.6387949794722763, 0.6365466516189604]",0.6206621880269575,0.00599999686441932,"[0.610488392642371, 0.6249318743759406, 0.620068409915678, 0.624543458380549, 0.623278804820249]",0.9487995750166057,0.004953169256102709,"[0.942677437654406, 0.9544439205060844, 0.9447365145650276, 0.950075463425967, 0.9520645389315432]",{'finalestimator__estimator_name': ['LR']}
mnist_usps_10k,MNIST$\rightarrow$USPS,NO_DA_SOURCE_ONLY_BASE_ESTIM,circular_validation,Unknown,,,"[NaN, NaN, NaN, NaN, NaN]",,,"[NaN, NaN, NaN, NaN, NaN]",,,"[NaN, NaN, NaN, NaN, NaN]",,,"[NaN, NaN, NaN, NaN, NaN]",{'finalestimator__estimator_name': ['LR']}
mnist_usps_10k,MNIST$\rightarrow$USPS,Train Tgt,circular_validation,NO DA,0.9507544581618654,0.004294232055555148,"[0.9478737997256516, 0.958161865569273, 0.9478737997256516, 0.9506172839506172, 0.9492455418381344]",0.9445202266625848,0.0038047272735540873,"[0.9412668825127324, 0.9509168156666348, 0.942431202453446, 0.944854361580911, 0.9431318710992004]",0.9506294544188961,0.004221478151368481,"[0.9476286336014844, 0.9579112554152296, 0.9478686802607852, 0.9503574972251082, 0.9493812055918728]",0.9962162436480855,0.0003902581594680225,"[0.9959059218821212, 0.996151373598613, 0.996838273408002, 0.9963064979015156, 0.9958791514501756]",{'finalestimator__estimator_name': ['LR']}
mnist_usps_10k,MNIST$\rightarrow$USPS,JPCA,circular_validation,Subspace,0.6367626886145404,0.005348035305793685,"[0.6282578875171467, 0.6364883401920439, 0.6364883401920439, 0.6419753086419753, 0.6406035665294925]",0.6350046917815939,0.005791972487944706,"[0.6269091252705266, 0.6327432025381391, 0.6351925098196275, 0.6425176101465317, 0.6376610111331448]",0.6228340592475841,0.005273862760406744,"[0.6137181535524548, 0.6251509750730707, 0.6235211782323257, 0.6272385240225847, 0.6245414653574846]",0.9488874820111913,0.004853486510400045,"[0.9429406294129146, 0.9544641101999088, 0.9448514203321065, 0.9501514725064456, 0.9520297776045816]","{'finalestimator__estimator_name': ['LR'], 'pca__n_components': [1, 2, 5, 10, 20, 50, 100]}"
mnist_usps_10k,MNIST$\rightarrow$USPS,MMDTarS,circular_validation,Reweighting,0.6349794238683127,0.005516893704304594,"[0.6262002743484225, 0.6358024691358025, 0.6337448559670782, 0.6392318244170097, 0.6399176954732511]",0.6328231564631297,0.005563023029248138,"[0.6241308454718422, 0.632771838544507, 0.6319330934932949, 0.6383589513895613, 0.6369210534164429]",0.6203811005729932,0.005509156297874819,"[0.6107939679860922, 0.6240145129330719, 0.6207518794730729, 0.6237046999420335, 0.6226404425306957]",0.9489035805793051,0.004720825528138809,"[0.9432878431191084, 0.9543553896114088, 0.9447959267276524, 0.9500672559923208, 0.9520114874460356]","{'finalestimator__estimator_name': ['LR'], 'mmdtarsreweightadapter__gamma': [0.0001, 0.001, 0.01, 0.1, 1.0, 10.0, 100.0, 1000.0, None], 'mmdtarsreweightadapter__max_iter': [1000], 'mmdtarsreweightadapter__reg': [1e-06], 'mmdtarsreweightadapter__tol': [1e-06]}"
mnist_usps_10k,MNIST$\rightarrow$USPS,ClassRegOT,circular_validation,Mapping,0.5621399176954733,0.00920959091240696,"[0.5617283950617284, 0.5775034293552812, 0.5596707818930041, 0.5589849108367627, 0.5528120713305898]",0.5673673562621208,0.008965464809202925,"[0.5648848044743029, 0.582486193577062, 0.5609565100934928, 0.5678808560773605, 0.5606284170883855]",0.5550228054628505,0.009747058731999856,"[0.5525668532203422, 0.5711467396945581, 0.5557001116845312, 0.5501583282198544, 0.5455419944949665]",0.8748337996602233,0.0035427262391312378,"[0.8711345879735193, 0.8803145994670288, 0.8733533363851104, 0.8761398074559635, 0.8732266670194945]","{'classregularizerotmappingadapter__max_inner_iter': [1000], 'classregularizerotmappingadapter__max_iter': [10], 'classregularizerotmappingadapter__metric': ['sqeuclidean', 'cosine', 'cityblock'], 'classregularizerotmappingadapter__norm': ['lpl1'], 'classregularizerotmappingadapter__reg_cl': [0.1], 'classregularizerotmappingadapter__reg_e': [0.1], 'classregularizerotmappingadapter__tol': [1e-06], 'finalestimator__estimator_name': ['LR']}"
mnist_usps_10k,MNIST$\rightarrow$USPS,ClassRegOT,circular_validation,Mapping,0.6550068587105624,0.014197696532568225,"[0.6598079561042524, 0.6563786008230452, 0.6412894375857339, 0.6755829903978052, 0.6419753086419753]",0.6573204656080589,0.0161843392303646,"[0.6648250810116945, 0.6598525537331044, 0.6387109384162148, 0.6789553567329498, 0.6442583981463311]",0.6527010668800761,0.013747380070871795,"[0.6567010363022167, 0.6530810698579604, 0.6401370795566446, 0.6733531898307205, 0.6402329588528383]",0.9241344953453009,0.0034079418175873475,"[0.925711947211102, 0.9231623898592, 0.9204549506871598, 0.9291900124418124, 0.9221531765272304]","{'classregularizerotmappingadapter__max_inner_iter': [1000], 'classregularizerotmappingadapter__max_iter': [10], 'classregularizerotmappingadapter__metric': ['sqeuclidean', 'cosine', 'cityblock'], 'classregularizerotmappingadapter__norm': ['lpl1'], 'classregularizerotmappingadapter__reg_cl': [0.5], 'classregularizerotmappingadapter__reg_e': [0.5], 'classregularizerotmappingadapter__tol': [1e-06], 'finalestimator__estimator_name': ['LR']}"
mnist_usps_10k,MNIST$\rightarrow$USPS,ClassRegOT,circular_validation,Mapping,0.6429355281207133,0.012855280310593464,"[0.6454046639231824, 0.6467764060356653, 0.6289437585733882, 0.6611796982167353, 0.6323731138545954]",0.6449867766654604,0.014484234487746238,"[0.6486995224397646, 0.6502411020529453, 0.6270516501376796, 0.6642339003352512, 0.6347077083616617]",0.6405798043605662,0.012311140888332128,"[0.6421657212332171, 0.6441205542725544, 0.6276146246508367, 0.6585059821529267, 0.6304921394932963]",0.919458068171348,0.0033533469462482153,"[0.9208279433088356, 0.9192028899273328, 0.9151757488092532, 0.9241789874663014, 0.9179047713450176]","{'classregularizerotmappingadapter__max_inner_iter': [1000], 'classregularizerotmappingadapter__max_iter': [10], 'classregularizerotmappingadapter__metric': ['sqeuclidean', 'cosine', 'cityblock'], 'classregularizerotmappingadapter__norm': ['lpl1'], 'classregularizerotmappingadapter__reg_cl': [1.0], 'classregularizerotmappingadapter__reg_e': [1.0], 'classregularizerotmappingadapter__tol': [1e-06], 'finalestimator__estimator_name': ['LR']}"
